Title,Genre,Year,Rating,Director,Cast,Duration,Language,Country of Origin,Revenue,Budget
Toy Story 4,Family,2019,7.536,Josh Cooley,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Madeleine McGraw, Christina Hendricks, Jordan Peele, Keanu Reeves, Ally Maki, Jay Hernandez, Lori Alan, Joan Cusack, Bonnie Hunt, Kristen Schaal, Emily Davis, Wallace Shawn, John Ratzenberger, Blake Clark, June Squibb, Carl Weathers, Lila Sage Bromley, Don Rickles, Jeff Garlin, Maliah Bargas-Good, Jack McGraw, Juliana Hansen, Estelle Harris, Laurie Metcalf, Steve Purcell, Mel Brooks, Alan Oppenheimer, Carol Burnett, Betty White, Carl Reiner, Bill Hader, Patricia Arquette, Timothy Dalton, Flea, Melissa Villaseñor, Jeff Pidgeon, John Morris",100,en,United States of America,1073394593,175000000
The Shawshank Redemption,Drama,1994,8.702,Frank Darabont,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, Mark Rolston, James Whitmore, Jeffrey DeMunn, Larry Brandenburg, Neil Giuntoli, Brian Libby, David Proval, Joseph Ragno, Jude Ciccolella, Paul McCrane, Renee Blaine, Scott Mann, John Horton, Gordon Greene, Alfonso Freeman, V.J. Foster, John E. Summers, Frank Medrano, Mack Miles, Alan R. Kessler, Morgan Lund, Cornell Wallace, Gary Lee Davis, Neil Summers, Ned Bellamy, Joe Pecoraro, Harold E. Cope Jr., Brian Delate, Don McManus, Donald Zinn, Dorothy Silver, Robert Haley, Dana Snyder, John D. Craig, Ken Magee, Eugene C. DePasquale, Bill Bolender, Ron Newell, John R. Woodward, Chuck Brauchler, Dion Anderson, Claire Slemmer, James Kisicki, Rohn Thomas, Charlie Kearns, Rob Reider, Brian Brophy, Paul Kennedy, James Babson, Dennis Baker, Fred Culbertson, Alonzo F. Jones, Sergio Kato, Gary A. Jones",142,en,United States of America,28341469,25000000
Tinker Bell and the Legend of the NeverBeast,Adventure,2014,7.234,Steve Loter,"Ginnifer Goodwin, Mae Whitman, Rosario Dawson, Lucy Liu, Raven-Symoné, Megan Hilty, Pamela Adlon, Danai Gurira, Chloe Bennet, Thomas Lennon, Jeff Corwin, Olivia Holt, Grey DeLisle, Kari Wahlgren, Anjelica Huston, Frances Encell, Dan Gordon, A.J. LoCascio, Melissa Goodwin Shepherd, Lorie Pester",77,en,United States of America,N/A,N/A
Last Seen Alive,Action,2022,6.569,Brian Goodman,"Gerard Butler, Jaimie Alexander, Russell Hornsby, Ethan Embry, Michael Irby, Bruce Altman, Jordan Salloum, Dani Deetté, David Kallaway, Chip Lane, Alphonso A'Qen-Aten Jackson, Cindy Hogan, Aleks Alifirenko Jr., Emily Brinks, Billy Burns, Robin Fletcher, David Gurule, Brice Anthony Heller, Samantha Lawless, Christie McLendon, Alexandra Miles, Robert Walker Branchaud, Rachel Trautmann, Matthew R. Staley, David Perez",95,en,United States of America,N/A,N/A
Spider-Man,Fantasy,2002,7.265,Sam Raimi,"Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco, Cliff Robertson, Rosemary Harris, J.K. Simmons, Joe Manganiello, Gerry Becker, Bill Nunn, Jack Betts, Stanley Anderson, Ron Perkins, Michael Papajohn, K.K. Dodds, Ted Raimi, Bruce Campbell, Elizabeth Banks, John Paxton, Tim DeZarn, Taylor Gilbert, Randy Poffo, Larry Joshua, Timothy Patrick Quill, Lisa Danielle, Natalie T. Yeo, Erica D. Porter, Kristen Davidson, Jason Padgett, Shan Omar Huey, Sally Levi, Evan Arnold, Jill Sayre, Jim Ward, David Holcomb, Octavia Spencer, Brad Grunberg, Shane Habberstad, Deborah Wakeham, Rachael Bruce, Mackenzie Bryce, Julia Barrie, Macy Gray, Myk Watford, Bill Calvert, Sylva Kelegian, Kristen Marie Holly, Ajay Mehta, Peter Appel, Scott Spiegel, Matt Smith, Sara Ramirez, Lucy Lawless, Jayce Bartok, Maribel González, Amy Bouril, Joseph D'Onofrio, Jim Norton, Corey Mendell Parker, Ashley Edner, William Joseph Firth, Alex Black, Laura Gray, Joe Virzi, Michael Edward Thomas, Jeanie Fox, Robert Kerman, Stan Lee, Una Damon, Rick Avery, Peter Aylward, Jillian Clare, Chris Coppola, Jesse Heiman, Leroy Patterson, Benny Urquidez, Scott L. Schwartz, Jophery C. Brown, Brian J. Williams, Mark De Alessandro, Tia Dionne Hodge, Loren Janes, Andray Johnson, Martin Pfefferkorn, Tammi Sutton, Lindsay Thompson, Sean Valla, Pete Macnamara, Al Goto",121,en,United States of America,821708551,139000000
Flower and Snake 4: White Uniform Rope Slave,Thriller,1986,5.1,Shōgorō Nishimura,"Ran Masaki, Minako Ogawa, Kazuyo Ezaki, Masayoshi Nogami",73,ja,Japan,N/A,N/A
Mulan,Adventure,2020,6.915,Niki Caro,"Liu Yifei, Donnie Yen, Gong Li, Jet Li, Jason Scott Lee, Yoson An, Tzi Ma, Rosalind Chao, Cheng Pei-pei, Ming-Na Wen, Xana Tang, Ron Yuan, Jun Yu, Chen Tang, Doua Moua, Jimmy Wong, Nelson Lee, Hoon Lee, Crystal Rao, Elena Askin, Vincent Feng, R.J. O'Young, Roger Yuan, Jenson Cheng, Arka Das, Jen Sung, King Lau, Zhaidarbek Kunguzhinov, Gary Young, Wolf Chen, Owen Kwong, Young-H. Lee",115,en,China,66800000,200000000
Percy Jackson & the Olympians: The Lightning Thief,Adventure,2010,6.201,Chris Columbus,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel, Pierce Brosnan, Sean Bean, Steve Coogan, Rosario Dawson, Melina Kanakaredes, Catherine Keener, Kevin McKidd, Joe Pantoliano, Uma Thurman, Julian Richings, Charlie Gallant, Alexis Knapp, Marie Avgeropoulos, Christie Laing, Luisa d'Oliveira, Crystal Tisiga, Marielle Jaffe, Annie Ilonzeh, Natassia Malthe, Erica Cerra, Maria Olsen, Hector David Jr., Bonita Friedericy, Elisa King, Tania Saulnier, Daniela Dib, Chelan Simmons, Andrea Brooks, Jocelyn Ott, Max Van Ville, Serinda Swan, Dimitri Lekkos, Ona Grauer, Stefanie von Pfetten, Conrad Coates, Dylan Neal, Luke Camilleri, Holly Hougham, Raquel Riskin, Yusleidis Oquendo, Ina Geraldine Guy, Janine Edwards, Valerie Tian, Violet Columbus, Sarah Smyth, Merritt Patterson, Julie Luck, Andrea Day, Maya Washington, John Stewart, Matthew Garlick, Dee Jay Jackson, Stan Carp, Suzanne Ristic, Richard Harmon, Robin LeMon, Doyle Devereux, Tom Pickett, Keith Dallas, V.J. Delos-Reyes, Spencer Atkinson, Tim Aas, Zane Holtz, Eli Zagoudakis, Loyd Bateman, Matt Reimer, Shawn Beaton, Rob Hayter, Jarod Joseph, Paul Cummings, Reilly Dolman, Julie Brar, Dejan Loyola, Mario Casoria, Dorla Bell, Carolyn Adair, Jade Pawluk, G. Patrick Currie, Mariela Zapata, Jaime M. Callica, Sarah Francis, Eddie Garcia, Kenny Mugisha, Jennifer Oleksiuk, Izaak Smith, Morgan Tanner, Teya Wild, Yannick Pudlorz, Kenny Santiago Marrero, Jay Williams, Laura Jacobs",118,en,United States of America,226497209,95000000
The Princess,Fantasy,2022,6.905,Lê Văn Kiệt,"Joey King, Dominic Cooper, Olga Kurylenko, Veronica Ngo, Alex Reid, Ed Stoppard, Katelyn Rose Downey, Kristofer Kamiyasu, Fergus O'Donnell, Ivo Arakov, Antoni Davidov, Martin Taskov, Mitko Angelov, Radoslav Parvanov, Liudmil Kehaiov, Ivan Vodenicharov, Mitko Dalakov, Apostol Tenev, Vasil Toshev, Dawn Sherrer, Lyubomir Neikov, Ivan Kostadinov, Allegra Du Toit, Todor Kirilov, Milko Yovchev, Velislav Pavlov, Ioan Karamfilov, Vasil Vitanov, Adam Othman, Rossen Penchev, Todor Todorov, Deyan Angelov, Zahari Grozdanov, Ulyana Chan, Ivan Panev, Max Kraus, Younes Boutinane, Jean-Adrien Espiasse, Stanislav Satko, Vladimir Furdik, Boyan Anev, Hristo Dimitrov-Hindo, Billy Edwards",94,en,United States of America,N/A,N/A
Guardians of the Galaxy Vol. 2,Adventure,2017,7.624,James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper, Kurt Russell, Michael Rooker, Karen Gillan, Pom Klementieff, Sylvester Stallone, Elizabeth Debicki, Chris Sullivan, Sean Gunn, Tommy Flanagan, Laura Haddock, Aaron Schwartz, Hannah Gottesman, Hilty Bowen, Ben Browder, Alexander Klein, Luke Cook, Evan Jones, Joe Fria, Terence Rosemore, Jimmy Urine, Stephen Blackehart, Steve Agee, Blondy Baruti, Richard Christy, Rob Zombie, Sierra Love, Kendra Carelli, Milynn Sarley, Seth Green, Molly C. Quinn, Michael Rosenbaum, Rhoda Griffis, Stan Lee, David Hasselhoff, Mac Wells, Jim Gunn Sr., Leota Gunn, Elizabeth Faith Ludlow, Wyatt Oleff, Gregg Henry, Damita Jane Howard, Ving Rhames, Michelle Yeoh, Mike Escamilla, Miley Cyrus, Jeff Goldblum, Donny Carrington, Nea Dune, Fred Galle, Alphonso A'Qen-Aten Jackson, Kelly Richardson, Guillermo Rodriguez, Josh Tipis, Jason Williams",137,en,United States of America,863756051,200000000
Virus:32,Horror,2022,6.961,Gustavo Hernández,"Daniel Hendler, Paula Silva, Franco Rilla, Sofía González",90,es,Argentina,N/A,N/A
Rio,Animation,2011,6.715,Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, Leslie Mann, Jane Lynch, Will.i.am, George Lopez, Wanda Sykes, Jamie Foxx, Rodrigo Santoro, Jemaine Clement, Jake T. Austin, Tracy Morgan, Carlos Ponce, Karen Disher, Jason Fricchione, Sofia Scarpa Saldanha, Kelly Keaton, Gracinha Leporace, Phil Miler, Bernardo de Paula, Carlos Saldanha, Renato D'Angelo, Jeffrey Garcia, Davi Vieira, Thomas F. Wilson, Cindy Slattery, Justine Warwick, Bebel Gilberto, Judah Friedlander, Francisco Ramos, Tim Nordquist, Miriam Wallen, Sérgio Mendes, Ester Dean, Priscilla Avila, Anzolin Borges, Claudia Bretas, Carlinhos Brown, Ubirajara de Castro, Shanti Correa, Wendy Cutler, Heber Moreira, Flávia de Mellow, Andrea De Oliveira, Holly Dorff, Matheus dos Santos, Lucas dos Santos, Andrea Ferraz, Marcos Daniel Ferreira, Hanna Frankel, Johnny Gidcomb, Jean Gilpin, Julia Saraiva Gomez, Nicholas Guest, Rif Hutton, Julia Kamanchek Lopes, Lorrayne Mathias, Mikael Mutti, Leo Nobre, Mina Olivera, Bianca Rossini, Julia Scarpa Saldanha, Manoela Scarpa Saldanha, Adriana Souza, Maxwell Wippich, Matthew Wolf",96,en,United States of America,484635760,90000000
Venom,Science Fiction,2018,6.831,Ruben Fleischer,"Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott, Jenny Slate, Melora Walters, Woody Harrelson, Peggy Lu, Malcolm C. Murray, Sope Aluko, Wayne Pére, Michelle Lee, Kurt Yue, Chris O'Hara, Emilio Rivera, Amelia Young, Ariadne Joseph, Deen Brooksher, David Jones, Roger Yuan, Woon Young Park, Patrick Chundah Chu, Vickie Eng, Mac Brandt, Nick Thune, Michael Dennis Hill, Sam Medina, Scott Deckert, Lauren Richards, Jared Bankens, Lucas Fleischer, Michael Burgess, Diesel Madkins, Otis Winston, Zeva DuVall, Selena Anduze, Brittany L. Smith, Jordan Foster, Jane McNeill, Victor McCay, Elizabeth Becka, Ron Prather, Marcia White, Javier Vazquez Jr., Ellen Gerstein, Martin Bats Bradford, Steven Teuchert, Al-Jaleel Knox, Brandon Morales, Matthew Cornwell, David Fleischer, DJames Jones, Angela Davis, Stan Lee, Wade Williams, Ron Cephas Jones, Christian Convery, Boston Rush Freeman",112,en,China,855013954,116000000
Jurassic World,Action,2015,6.68,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Nick Robinson, Vincent D'Onofrio, BD Wong, Omar Sy, Jake Johnson, Irrfan Khan, Judy Greer, Lauren Lapkus, Brian Tee, Katie McGrath, Andy Buckley, Eric Edelstein, Courtney J. Clark, Colby Boothman, Jimmy Fallon, James DuMont, Matt Burke, Anna Talakkottur, Matthew Cardarople, Michael Papajohn, William Gary Smith, Kelly Washington, Isaac Keys, Patrick Crowley, Chad Randall, Gary Weeks, Bill Ogilvie, Allan Tam, Yvonne Angulo, Chloe Perrin, Timothy Eulich, Kevin Foster, Bonnie Wild, Brad Bird, Colin Trevorrow, Justin Lacalamita, Tiffany Forest, Arlene Newman, Tait Fletcher, Jimmy Buffett, Tim Connolly, Johnny Otto, Erika Erica, Brandon Marc Higa, Martin Klebba, Eddie J. Fernandez",124,en,United States of America,1671537444,150000000
Paws of Fury: The Legend of Hank,Animation,2022,6.8,Rob Minkoff,"Michael Cera, Samuel L. Jackson, Ricky Gervais, Kylie Kuioka, Mel Brooks, George Takei, Gabriel Iglesias, Djimon Hounsou, Michelle Yeoh, Aasif Mandvi, Cathy Shim, Stephen Apostolina, Kirk Baily, Steve Blum, Ranjani Brow, William Calvert, David Chen, Miles Clark, Seth Clark, Matt Corboy, Jeff Fischer, Jason Griffith, Larry Herron, Bridget Hoffman, Rif Hutton, Ashley Lambert, Lex Lang, Terence Mathews, Tom McGrath, Scott Menville, David Michie, Rob Minkoff, Zoe Minkoff, Edie Mirman, Juan Pacheco, Michelle Ruff, Warren Sroka, Kelly Stables, Jaquita Ta'le, Arianna Trames, Floyd Van Buskirk, Kirk Wise, Matthew Wolf",94,en,China,42500000,45000000
Jurassic World: Fallen Kingdom,Action,2018,6.551,J. A. Bayona,"Chris Pratt, Bryce Dallas Howard, Rafe Spall, Toby Jones, Ted Levine, BD Wong, Jeff Goldblum, Justice Smith, Daniella Pineda, James Cromwell, Isabella Sermon, Geraldine Chaplin, Peter Jason, Robert Emms, Kevin Layne, John Schwab, Sam Redford, Charlie Rawes, Patrick Crowley, Alex Dower, Honey Holmes, Neil Bishop, Philippa Thomas, Ronan Summers, Cory Peterson, Jeremy Gilbert, Victor Gardener, Daryl Kwan, Eric Kofi Abrefa, Ben Peel, Mark Griffin, Paul Sockett, Doug Robson, Gil Kolirin, Nathan Florence, Bryan Phillips, Mitchell L. Johnson, Ian Copley-Johnson, Michael Papajohn, Daniel Stisen, Gary Weeks",129,en,United States of America,1310466296,170000000
Nope,Horror,2022,6.934,Jordan Peele,"Daniel Kaluuya, Keke Palmer, Brandon Perea, Steven Yeun, Michael Wincott, Wrenn Schmidt, Barbie Ferreira, Terry Notary, Devon Graye, Donna Mills, Oz Perkins, Eddie Jemison, Keith David, Jacob Kim, Sophia Coto, Jennifer Lafleur, Andrew Patrick Ralston, Lincoln Lambert, Pierce Kang, Roman Gross, Ryan W. Garcia, Conor Kawalski, Alex Hyde-White, Evan Shafran, Mark Casimir Dyniewicz Jr., Hetty Chang, Liza Treyger, Courtney Stephens, Caden J. Lovgren, Malcolm Jae O'Shea",130,en,United States of America,170823080,68000000
White Chicks,Comedy,2004,6.914,Keenen Ivory Wayans,"Shawn Wayans, Marlon Wayans, Jaime King, Frankie Faison, Lochlyn Munro, John Heard, Busy Philipps, Terry Crews, Brittany Daniel, Eddie Velez, Jessica Cauffiel, Maitland Ward, Anne Dudek, Rochelle Aytes, Jennifer Carpenter, Faune Chambers, John Reardon, Steven Grayhm, Drew Sidora, Casey Lee, Heather McDonald, Kevin Blatch, Taras Kostyuk, Zoltan Barabas, Brad Loree, Paul Lazenby, David Lewis, Ben Nemtin, Suzy Joachim, Kerbie O'Neill, Shannon Dagg, Jennifer Berry, Patrick Baynham, Kristi Angus, Marshall Virtue, John Moore, Fraser Aitcheson, James Michalopolous, Ricardo Scarabelli, Liam Ranger, Zack Nicholson, Luciana Carro, Michael Gordin Shore, Lillianne Lee, Melissa Panton, Kathryn Schellenberg, Heather Robertson, Joanne Pesusich, Jennifer Oleksiuk, David Manske, Evangeline Lilly",109,en,United States of America,113086475,37000000
Welcome to the Club,Animation,2022,6.618,David Silverman,"Yeardley Smith, Tress MacNeille, Nancy Cartwright, Tom Hiddleston, Dawnn Lewis, Kevin Michael Richardson, Chris Edgerly",4,en,United States of America,N/A,N/A
Wreck-It Ralph,Family,2012,7.323,Rich Moore,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Ed O'Neill, Dennis Haysbert, Edie McClurg, Alan Tudyk, Jess Harnell, Mindy Kaling, Joe Lo Truglio, Raymond S. Persi, Rachael Harris, Skylar Astin, Adam Carolla, Horatio Sanz, Maurice LaMarche, Stefanie Scott, John DiMaggio, Rich Moore, Katie Lowes, Jamie Elman, Josie Trinidad, Cymbre Walk, Tucker Gilmore, Brandon Scott, Tim Mertens, Kevin Deters, Gerald C. Rivers, Martin Jarvis, Brian Kesinger, Roger Craig Smith, Phil Johnston, Reuben Langdon, Kyle Hebert, Jamie Sparer Roberts, Ava Acres, Isabella Acres, Bob Bergen, David Boat, Mike Carlsen, Reed Buck, David Cowgill, Jim Cummings, Terri Douglas, Sandy Fox, Eddie Frierson, Earl Ghaffari, Emily Hahn, Jennifer Hale, Daniel Kaz, Dave Kohut, Lauren MacMullan, Mona Marshall, Scott Menville, Laraine Newman, Paul Pape, Lynwood Robinson, Trenton Rogers, Jadon Sand, Kath Soucie, April Stewart, Fred Tatasciore, Jennifer Christine Vera, Elizabeth Daily, Will Deters, Debi Derryberry",101,en,United States of America,471222889,165000000
Kung Fu Panda,Action,2008,7.223,Mark Osborne,"Jack Black, Dustin Hoffman, Angelina Jolie, Jackie Chan, Lucy Liu, Seth Rogen, David Cross, Ian McShane, Randall Duk Kim, James Hong, Dan Fogler, Michael Clarke Duncan, Wayne Knight, Kyle Gass, JR Reed, Laura Kightlinger, Tanya Haden, Stephen Kearin, Mark Osborne, John Stevenson, Jeremy Shipp, Melissa Cobb, Kent Osborne, Emily Burns, Stephanie Harvey, Riley Osborne",90,en,United States of America,631744560,130000000
2012,Action,2009,5.809,Roland Emmerich,"John Cusack, Chiwetel Ejiofor, Amanda Peet, Oliver Platt, Thandiwe Newton, Tom McCarthy, George Segal, Danny Glover, Woody Harrelson, Liam James, Morgan Lily, Blu Mankuma, Zlatko Burić, Beatrice Rosen, John Billingsley, Chin Han, Osric Chau, Philippe Haussmann, Alexandre Haussmann, Jimi Mistry, Johann Urb, Ryan McDonald, Stephen McHattie, Lisa Lu, Henry O, Patrick Bauchau, Tseng Chang, Merrilyn Gann, Patrick Gilmore, Dean Marshall, Ron Selmour, Viv Leacock, Chris Boyd, Donna Yamamoto, Doron Bell, David Orth, Lyndall Grant, Jason Diablo, Ty Olsson, Zinaid Memišević, Vincent Cheng, Igor Morozov, B. J. Harrison, Dominic Zamprogna, Karin Konoval, Mary Gillis, Rick Tae, Parm Soor, Gerard Plunkett, Paul Tryl, Andrei Kovski, Val Cole, Eve Harlow, Sean Tyson, Leonard Tenisci, Michael Buffer, Daren A. Herbert, Craig Stanghetta, Mateen Devji, Qayam Devji, Jody Thompson, Tanya Champoux, Frank C. Turner, Kinua McWatt, Laara Sadiq, Gillian Barber, Candus Churchill, Beverley Elliott, Agam Darshi, Raj Lal, Pesi Daruwalla, Jacob Blair, Scott E. Miller, Anna Mae Routledge, John Stewart, Ryan Cook, Brandon Haas, Eddie Hassell, Betty Phillips, Georgina Hegedos, Luis Javier, Dean Redman, Gordon Lai, Mark Docherty, Mark Oliver, Andrew Moxham, Alexandra Castillo, Farouk A. Afify, Shaun Wilson, Leo Chiang, Elizabeth Richard, Kyle Riefsnyder, George Trochta, John Mee, Geoff Gustafson, Alex Zahara, Jason Griffith, Jill Morrison, Thomas Parkinson, Leona Naidoo, Chad Riley, Simon Leung, Quentin Guyon, Nicole Rudell, Kevin Haaland, Leigh Burrows, Dan Savoie, Jay Williams",158,en,United States of America,791217826,200000000
Panama,Thriller,2022,5.339,Mark Neveldine,"Cole Hauser, Mel Gibson, Kate Katzman, Charlie Weber, Jackie Cruz, Victor Turpin, Simon Phillips, Kiara Liz, Priscilla Huggins",100,en,Puerto Rico,N/A,N/A
Rocky IV,Drama,1985,7.1,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Dolph Lundgren, Brigitte Nielsen, Tony Burton, Michael Pataki, Stu Nahan, Al Bandiero, Dominic Barto, Danial Brown, James Brown, Rose Mary Campos, Jack Carpenter, Mark De Alessandro, Marty Denkin, Lou Fillipo, James 'Cannonball' Green, Dean Hammond, Rocky Krakoff, Sergei Levin, Tony Maffatone, Sylvia Meals, Dwayne McGee, LeRoy Neiman, George Pipasik, George Rogan, Barry Tompkins, Warner Wolf, Robert Doornick, Richard Blum, Gerald Berns, Ray Glanzmann, Julie Inouye, Patrick Pankhurst, Jean Thoreau, Jim Bullock, Frank D'Annibale, Rose Dursey, Richard A. Kelley, Craig Schaefer, Jeff Austin, Leslie Morris, Bob Giovane, Julio Herzer, George Spaventa, Rolf Williams, Jim Hodges, R.J. Adams",91,en,United States of America,300473716,31000000
Madagascar,Family,2005,6.884,Eric Darnell,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Christopher Knights, Chris Miller, Conrad Vernon, Eric Darnell, David Cowgill, Elisa Gabrielli, Stephen Apostolina, Devika Parikh, David P. Smith, Cody Cameron, Bob Saget, Jeffrey Katzenberg",86,en,United States of America,542063846,75000000
Harry Potter 20th Anniversary: Return to Hogwarts,Documentary,2022,7.293,Eran Creevy,"Daniel Radcliffe, Rupert Grint, Emma Watson, Bonnie Wright, Matthew Lewis, Tom Felton, James Phelps, Oliver Phelps, Evanna Lynch, Helena Bonham Carter, Robbie Coltrane, Ralph Fiennes, Gary Oldman, Mark Williams, Alfred Enoch, Chris Columbus, Ian Hart, Jason Isaacs, Alfonso Cuarón, David Yates, Mike Newell, David Heyman, Toby Jones, Stephen Fry, J.K. Rowling",103,en,United Kingdom,N/A,N/A
Deathstroke: Knights & Dragons - The Movie,Animation,2020,6.986,Sung Jin Ahn,"Michael Chiklis, Sasha Alexander, Chris Jai Alex, Faye Mata, Griffin Puatu, Asher Bishop, Imari Williams, Colin Salmon, Delbert Hunt, Panta Mosleh, Noshir Dalal, Castulo Guerra, Minae Noji",87,en,United States of America,N/A,N/A
Dragon Ball Z: Battle of Gods,Animation,2013,6.797,Masahiro Hosoda,"Masako Nozawa, Koichi Yamadera, Masakazu Morita, Ryou Horikawa, Hiromi Tsuru, Joji Yanami, Toshio Furukawa, Shoko Nakagawa, Kenji Utsumi, Mayumi Tanaka, Toru Furuya, Hikaru Midorikawa, Kozo Shioya, Shigeru Chiba, Tessyo Genda, Takeshi Kusao, Unsho Ishizuka, Aya Hirano, Miki Ito, Naoko Watanabe, Yōko Kawanami, Ryuuzaburou Ootomo, Yuko Minaguchi",85,ja,Japan,50461371,N/A
Jumanji: The Next Level,Adventure,2019,6.943,Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Awkwafina, Nick Jonas, Alex Wolff, Morgan Turner, Madison Iseman, Ser'Darius Blain, Danny DeVito, Danny Glover, Rhys Darby, Colin Hanks, Rory McCann, Marin Hinkle, Vince Pisani, Dorothy Steel, Dania Ramirez, Derek Russo, Nick Gomez, Morgan Brown, Deobia Oparei, Leslie Simms, John Ross Bowie, Lucy DeVito, Bebe Neuwirth, Lamorne Morris, Darin Ferraro, Sal Longobardo, Massi Furlan, Michael Beasley, Charles Green, James William Ballard, Marque Hernandez, Kodai Yamaguchi, Ashley Scott, Melissa Kennemore, Jennifer Patino, Madison Johnson, Vanessa Cater, Javier Villamil, Anthony Neves, John David Bulla, Ryan Cheeseman, Cruz Abelita, Sheril Rodgers",123,en,United States of America,801693929,125000000
